0,-0.543821355,0.5638814,0.761228732,0.018846008,0.027597582,0.468545966,0.852808992,0.033969874,1.944900097,-0.516115581,0.335132015,0.181742842,0.189297444,0.441153505,-0.035056836,-1.133191422,-0.055496632,0.989751476,0.12074963,-0.312821722,1.180578213,2.322772768,1.724887786,1.160667472,1.219497256,-0.474047167,-0.021473013,0.052910953,-0.007624992,-0.041842015,0.336282813
0,0.129940368,-0.373841304,-1.009599409,0.564458762,0.027597582,-0.354846367,-1.565320032,12.92615955,-0.53029695,-0.707029098,-0.519090714,0.181742842,0.189297444,0.127121528,-0.270926527,2.329031071,-2.203506182,-1.050011774,-0.066433825,-2.186428586,0.366006585,2.764107922,-0.35253389,-1.205453714,-1.695978289,-1.401331649,-0.33290479,-0.031782022,-2.123853577,-0.198682811,-0.027485453
0,0.129940368,-0.373841304,-1.009599409,0.564458762,0.027597582,-0.354846367,-1.565320032,11.99278835,-0.53029695,-0.707029098,-0.664399826,0.181742842,0.189297444,0.127121528,-0.270926527,2.33881461,-2.203506182,-1.050011774,-0.124265299,-2.159662774,0.366006585,1.88317243,-0.35253389,-1.205453714,-1.695978289,-1.401331649,-0.329038502,-0.020890735,-2.123853577,-0.172475511,-0.027485453
0,-0.394222481,1.179244884,0.431772333,0.036889924,0.027597582,1.62443131,0.494567655,0.150641274,2.27492637,-0.177121523,0.261189331,0.181742842,0.189297444,0.359462755,-0.066048837,-1.181901016,-0.38236765,0.643505949,0.15811956,-0.259290098,1.164913374,1.9694188,1.02775077,0.583564743,0.876500133,-0.726942935,-0.212059159,-0.089810841,0.256903581,-0.17795347,-0.448690813
0,-0.741310924,0.169476251,0.225862084,-0.044678006,-0.995445116,1.379828698,-0.065184434,0.383984073,2.113099826,-0.705042857,0.16640586,-0.321878258,-0.347152166,0.413675707,-0.269299196,-0.260596805,-1.036109687,0.627375954,0.134645098,-0.607245658,1.149693559,0.305763099,0.211704096,-0.051248258,0.516054029,-0.811241524,-0.227217767,-0.086973434,-0.007624992,-0.134505675,-1.244832762
0,-2.111369358,-1.550266417,0.12290696,-0.057992974,0.027597582,-0.354846367,-1.565320032,-0.082701526,-0.53029695,-0.707029098,-0.265085195,0.181742842,0.189297444,1.343833265,-0.270926527,-1.158055602,-0.849326248,0.702836672,-0.414995621,-0.406502066,1.195943246,3.788316454,0.966463999,0.121882561,-1.695978289,-0.923639643,0.220478303,0.29704083,-0.272153565,0.372964118,0.113235429
0,-1.856367897,-0.511791258,-0.062412264,-0.135951385,-1.530559763,1.877487883,-0.087574517,0.033969874,2.132579873,-1.185596255,0.226607617,-1.006111027,-0.46495584,0.891266007,-0.737830889,-0.00497207,-1.269588986,-0.013941552,0.109627398,-0.339587535,1.173457831,-0.201961842,-0.277923908,-0.397509895,0.17825599,-1.036037762,-0.137559616,0.002364049,0.521432154,0.038498409,-1.894829215
2,0.129940368,0.677097695,-0.474232762,0.244250382,0.027597582,-0.354846367,-0.445815854,0.558991173,-0.53029695,0.290584431,0.822192749,0.181742842,0.189297444,0.404432024,0.380150007,-0.574299269,-1.269588986,-0.286356567,0.260835352,-0.767840532,1.223300501,-0.922711502,-0.411156018,-0.628350986,-0.013973167,-1.31703306,-0.125202953,-0.061460546,-0.007624992,0.051007481,-1.308364047
0,-0.503403077,0.838098587,0.637682582,-0.101748297,1.452190049,0.423753891,0.091546151,0.092305574,1.60010413,-0.282609904,0.181137319,0.457017654,0.348984112,-0.437914882,-0.143182653,-0.388055548,-0.896022108,0.980038318,0.188902741,-0.28605591,0.310519083,0.403024083,0.363493536,0.064172288,0.157883878,-0.530246226,-0.296411998,-0.156134973,-0.272153565,-0.238045634,-1.371077234
0,-1.099847377,0.331669751,1.04950308,-0.056631705,-0.123071845,0.867822496,1.211050329,-0.199372926,2.332832356,-1.104153944,0.279553569,0.093510754,0.134425094,0.442016231,-0.439508108,-1.049093683,0.224678527,0.746492732,0.184086737,0.222494524,1.158199871,1.664132932,1.248939654,1.33379829,1.005124054,-0.277350458,-0.174958553,-0.097380507,0.521432154,-0.187681096,-0.109386495
0,-0.328226604,1.020605129,0.246453109,-0.098689035,1.172945721,0.61604902,-0.535376189,0.442319773,1.523454061,0.206298863,0.194017834,0.423245766,0.355441828,-1.185731317,0.042457109,-0.180934657,-1.386328636,0.819148567,0.186078938,-0.700926001,0.212021924,-0.013730467,-0.277493234,-0.628350986,-0.112122384,-0.811241524,-0.303759008,-0.151693818,-1.065739284,-0.235664255,-1.618010406
0,-0.497127779,0.675400874,0.308226184,0.015772522,-0.250333885,1.056983348,0.091546151,-0.141037226,2.087672333,0.27245684,0.782256843,0.077522595,0.153711327,0.300790728,0.270432894,-0.642297572,-0.522455229,0.131108279,0.250314904,0.1689629,1.127812439,0.193657142,0.16580914,0.295013379,-0.013973167,-0.755042464,-0.202854892,-0.096067288,0.521432154,-0.157093679,-1.099644551
0,-1.811139302,-1.771537408,-0.021230214,0.020703794,-2.337567687,4.870034815,0.808028825,0.442319773,2.053380956,-0.780931657,-0.276642861,-4.157353097,-2.461865637,1.188433304,-0.510510316,0.121248031,-1.082805547,0.147069361,-0.503026339,-0.500182409,1.24035194,-0.416405388,-0.044767716,-0.224379076,1.502341899,-1.120336351,0.501819076,0.365816808,-0.272153565,0.877577953,-1.378852649
0,-2.04042637,-1.506341578,-0.185958413,-0.10641702,-2.425858645,2.916153384,0.270666819,0.558991173,2.293966347,-1.366191648,-0.189111453,-1.882122983,-2.487167496,1.307050502,-1.13148541,-0.363497538,-1.269588986,0.075293155,-0.0911758,-0.794606344,1.258902408,0.183764589,0.142894586,-0.51293044,1.177847606,-1.23273447,-0.049368764,0.057033195,-0.536682138,0.195088953,-1.12592296
0,0.612120797,0.776315079,0.390590284,0.566222288,0.027597582,-0.354846367,0.606518073,0.092305574,-0.53029695,-1.470694607,-0.154191993,0.181742842,0.189297444,0.872832697,-0.54190911,-0.335841952,-0.40571558,0.466758607,0.139903141,-0.299438816,1.226500925,1.026696393,1.307366763,0.641275016,0.961589804,-0.558345756,-0.223255813,-0.128019629,-0.272153565,-0.196859335,-0.063451864
2,0.062914659,-0.285466854,0.823001806,0.030193684,1.931126313,0.416136371,-0.132354685,0.063137724,1.776664048,0.227572883,0.460714568,0.646438712,0.432488069,-0.057752136,-0.046073333,-0.121811128,-0.522455229,1.071489438,0.215675147,-0.178992661,0.292904003,0.813100885,0.27796581,0.150737697,0.15812185,-0.417848107,-0.291320679,-0.162409487,-1.065739284,-0.254826352,-0.350488439
